Item,Geog location?,Year,Number of items (by same author). i.e. Photos of different exemplars of the same instrument in the same geographical area,Type (if desc + photo counts as photo as most photos described),Trait,Subtype,Name in native language,Group,Where ,Comments,Notes
758,Equateur,1972,,Photo,drum,this one with layers pretty common,ngoma,Batwa (West),Africa Museum Collection (Tervuren),,
752,Lac Leopold II,,,Photo,hunting net,,,Batwa (West),Africa Museum Collection (Tervuren),,
759,Equateur,1972,,Photo,lateral horn,,,Batwa (West),Africa Museum Collection (Tervuren),,
753,Lac Leopold II,,,Photo,machette,,,Batwa (West),Africa Museum Collection (Tervuren),,
754,Lac Leopold II,,,Photo,spear,,,Batwa (West),Africa Museum Collection (Tervuren),,
760,Equateur,1972,,Photo,spear,,,Batwa (West),Africa Museum Collection (Tervuren),,
761,Equateur,1972,,Photo,spear,,,Batwa (West),Africa Museum Collection (Tervuren),,
762,Equateur,1972,,Photo,spear,,,Batwa (West),Africa Museum Collection (Tervuren),,
763,Equateur,1972,,Photo,spear,,,Batwa (West),Africa Museum Collection (Tervuren),,
955,Tikar region,,,Description,xylophone,"dix lames conservées précieusement dans un sac et que l'on dispose, chaque fois que nécessaire, sur deux troncs de bananiers.",,Batwa (West) DRC,"Pagezy, 1975; 2013, Bahuchet 2017",,
765,Lac Leopold II,1913-1915,,Photo,arrow,metal tip,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
768,Lac Leopold II,1913-1914,,Photo,arrow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
811,"Ibali-Ngongo, Lac Leopold II",1913,,Photo,arrow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
812,"Ibali-Ngongo, Lac Leopold II",1913,,Photo,arrow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
813,"Ibali-Ngongo, Lac Leopold II",1913,,Photo,arrow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
847,Bonkende (Mai Nbdombe),1973,,Photo,arrow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
849,Bonkende (Mai Nbdombe),1973,,Photo,arrow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
956,,,,Description,arrow,,mbadi ,"Batwa (West), DRC","Kazadi, 1981; Hatz, 2019 (word)",,
1369,Lac Tumba,,,Description,auger,,,"Batwa (West), DRC","Mandjo et al., 2015",,
962,,,,Description,axe,,,"Batwa (West), DRC","Kazadi, 1981",,
1368,Lac Tumba,,,Description,axe,,,"Batwa (West), DRC","Mandjo et al., 2015",,
800,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,bekomwa,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
801,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,bekomwa,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
802,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
805,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,bonkwasa,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
806,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
817,Iboko-Bolombi ,1975,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
818,Iboko-Bolombi ,1975,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
835,Elingala (Equateur),1975,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
836,Elingala (Equateur),1975,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
837,Elingala (Equateur),1975,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
839,Elingala (Equateur),1975,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
814,"Ibali-Ngongo, Lac Leopold II",1913,,Photo,basket,hood basket,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
816,Lokongo,,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
820,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
821,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
822,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
823,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
825,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
827,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
828,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
829,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
830,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
831,Ikongo (Mai Ndombe),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
834,Elingala (Equateur),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
840,Ikengue (equateur),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
841,Ikengue (equateur),1975,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
853,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
854,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
855,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
856,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
857,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
858,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
859,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
860,Kiri region,1973,,Photo,basket,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
1346,Lac Tumba,,,Photo,basket,Carrry firewood,,"Batwa (West), DRC","Pagezy, 2006",,
1347,Lac Tumba,,,Photo,basket,,mai,"Batwa (West), DRC","Pagezy, 2006",,
1348,Lac Tumba,,,Photo,basket,Carrry firewood,,"Batwa (West), DRC","Pagezy, 2006",,
1349,Lac Tumba,,,Photo,basket,,,"Batwa (West), DRC","Pagezy, 2006",,
1350,Lac Tumba,,,Photo,basket,,,"Batwa (West), DRC","Pagezy, 2006",,
1351,Lac Tumba,,,Photo,basket,,,"Batwa (West), DRC","Pagezy, 2006",,
1352,Lac Tumba,,,Photo,basket,,,"Batwa (West), DRC","Pagezy, 2006",,
1353,Lac Tumba,,,Photo,basket,Manioc leaves,,"Batwa (West), DRC","Pagezy, 2006",,
1354,Lac Tumba,,,Photo,basket,Carrying fish,,"Batwa (West), DRC","Pagezy, 2006",,
1355,Lac Tumba,,,Photo,basket,Fishing trap,,"Batwa (West), DRC","Pagezy, 2006",,
1356,Lac Tumba,,,Photo,basket,,,"Batwa (West), DRC","Pagezy, 2006",,
1357,Lac Tumba,,,Photo,basket,,,"Batwa (West), DRC","Pagezy, 2006",,
1358,Lac Tumba,,,Photo,basket,,,"Batwa (West), DRC","Pagezy, 2006",,
1370,Lac Tumba,,,Description,basket,hood,,"Batwa (West), DRC","Mandjo et al., 2015",,
826,Ikongo (Mai Ndombe),1975,,Photo,basket ,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
883,"Equateur,DRC",1972,,Photo,bells,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
959,Lac Tumba,,,Description,blowgun,,,"Batwa (West), DRC","Pagezy, 2006",,
764,Lac Leopold II,1913-1914,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
767,Lac Leopold II,1913-1914,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
810,"Ibali-Ngongo, Lac Leopold II",1913,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
846,Bonkende (Mai Nbdombe),1973,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
848,Bonkende (Mai Nbdombe),1973,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
869,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
870,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
871,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
872,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
873,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
874,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
875,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
876,Kwango,,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
886,"Equateur,DRC",1972,,Photo,bow,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
957,,,,Description,bow,,,"Batwa (West), DRC","Kazadi, 1981",,
866,Kwango,,,Photo,canoe,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
867,Kwango,,,Photo,canoe,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
868,Kwango,,,Photo,canoe,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
1364,Lac Tumba,,,Description,crossbow,Hunting,no bow,"Batwa (West), DRC","Mandjo et al., 2015",,
1359,Lac Tumba,,,Photo,dam,fishing,,"Batwa (West), DRC","Pagezy, 2006",,
1366,Lac Tumba,,,Description,dam,fishing,,"Batwa (West), DRC","Mandjo et al., 2015",,
1365,Lac Tumba,,,Description,darts,,,"Batwa (West), DRC","Mandjo et al., 2015",,
815,Lokongo,,,Photo,drum,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
842,Iboko-Bolombi ,1975,,Photo,drum,one membrane,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
843,Iboko-Bolombi ,1975,,Photo,drum,"one membrane, conical",,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
844,Iboko-Bolombi ,1975,,Photo,drum,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
845,Iboko-Bolombi ,1975,,Photo,drum,one membrane,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
881,"Mbolo, Mai Ndombe",1971,,Photo,drum,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
882,"Mbolo, Mai Ndombe",1971,,Photo,drum,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
888,"Equateur,DRC",,,Photo,drum,,ngoma,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
1345,Lac Tumba,,,Description,drum,small goblet drum (tam tam),,"Batwa (West), DRC","Mandjo et al., 2015",,
769,Lac Leopold II,1913-1914,,Photo,fishing net,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
1361,Lac Tumba,,,Photo,fishing net,,,"Batwa (West), DRC","Pagezy, 2006",,
770,Lac Leopold II,1913-1914,,Photo,horn,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
887,"Equateur,DRC",,,Photo,horn,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
766,Lac Leopold II,1913-1914,,Photo,hunting net,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
877,Kwango,,,Photo,knife,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
1360,Lac Tumba,,,Photo,knife,,,"Batwa (West), DRC","Pagezy, 2006",,
1367,Lac Tumba,,,Description,machette,,,"Batwa (West), DRC","Mandjo et al., 2015",,
958,Lac Tumba,,,Description,net,Hunting,,"Batwa (West), DRC","Pagezy, 2006",,
1362,Lac Tumba,,,Description,net,Hunting,,"Batwa (West), DRC","Mandjo et al., 2015",,
780,Thuapa,1946,,Photo,normal rattle,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
781,Thuapa,1946,,Photo,normal rattle,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
772,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
773,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
774,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
775,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
776,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
777,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
778,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
779,Thuapa,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
786,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
787,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
788,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
789,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
790,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
791,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
795,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
796,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
797,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
798,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
799,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
803,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
804,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
807,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
808,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
824,Ikongo (Mai Ndombe),1975,,Photo,rattle,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
838,Elingala (Equateur),1975,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
850,Pendjua,1973,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
864,Mai Ndombe,1946,,Photo,rattle,fibre,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
878,"Equateur,DRC",1995,,Photo,rattle,pumpkin,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
879,"Equateur,DRC",1995,,Photo,rattle,pumpkin,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
884,"Equateur,DRC",1972,,Photo,rattle,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
885,"Equateur,DRC",1972,,Photo,rattle,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
880,"Kasai, DRC",1995,,Photo,scraper,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
960,,,,Description,snare,vine snare,,"Batwa (West), DRC","Kazadi, 1981",,
961,Lac Tumba,,,Description,snare,,,"Batwa (West), DRC","Pagezy, 2006",,
782,Thuapa,1946,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
783,Thuapa,1946,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
784,Thuapa,1946,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
785,Thuapa,1946,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
809,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
851,Pendjua,1973,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
852,Pendjua,1973,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
861,Lac Leopold II,,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
862,Lac Leopold II,,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
863,Lac Leopold II,,,Photo,spear,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
1363,Lac Tumba,,,Description,spear,Hunting,,"Batwa (West), DRC","Mandjo et al., 2015",,
819,Iboko-Bolombi ,1975,,Photo,struck beam/ stuck beam,"unlike others, it is concave",,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
833,Elingala (Equateur),1975,,Photo,struck beam/ stuck beam,with two holes,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
865,Kwango,,,Photo,struck beam/ stuck beam,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
792,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
793,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
794,"Ibali-Ngongo, Lac Leopold II",1951,,Photo,banging sticks,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
771,Thuapa,1946,,Photo,wooden musical instrument like a drum,,,"Batwa (West), DRC",Africa Museum Collection (Tervuren),,
889,Bandundu,1914,,Photo,horn,horn en invoire avec embouchure laterale et trou de modulation,,Batwa (West)DRC,Africa Museum Collection (Tervuren),,
894,,,,Photo,dam,fishing,,"Bedzan, Cameroon","Leclerc, 1995",,
898,,,,Photo,fishing hook,,,"Bedzan, Cameroon","Leclerc, 1995",,
897,,,,Photo,fishing net,,,"Bedzan, Cameroon","Leclerc, 1995",,
896,,,,,fishing rod,,,"Bedzan, Cameroon","Leclerc, 1995",,
891,,,,Photo,knife,couteau a la hanche,,"Bedzan, Cameroon","Leclerc, 1995",,
893,,,,Photo,machette,,,"Bedzan, Cameroon","Leclerc, 1995",,
899,,,,Photo,nailon thread,,,"Bedzan, Cameroon","Leclerc, 1995",,
895,,,,Photo,point to extract rhododendron grains,,,"Bedzan, Cameroon","Leclerc, 1995",,
890,,,,Photo,trap,,,"Bedzan, Cameroon","Leclerc, 1995",,
937,"la vallée du Mbam, la plaine Tikar ",,,Photo,arrow,,,"Bedzan, Cameroon","Devin, 2020",,
941,Tikar centre,,,Photo,arrow,metal tip,,"Bedzan, Cameroon","Heggeim, 1953-1968",,
942,Tikar centre,,,Photo,arrow,metal tip,,"Bedzan, Cameroon","Heggeim, 1953-1968",,
954,Tikar region,,,Description,axe,,,"Bedzan, Cameroon","Barbier, 1978",,
933,"la vallée du Mbam, la plaine Tikar ",,,Photo,basket,For plantains,,"Bedzan, Cameroon","Devin, 2020",,
934,"la vallée du Mbam, la plaine Tikar ",,,Photo,basket,For plantains,,"Bedzan, Cameroon","Devin, 2020",,
935,"la vallée du Mbam, la plaine Tikar ",,,Photo,basket,For plantains,,"Bedzan, Cameroon","Devin, 2020",,
936,"la vallée du Mbam, la plaine Tikar ",,,Photo,basket,,,"Bedzan, Cameroon","Devin, 2020",,
939,"la vallée du Mbam, la plaine Tikar ",,,Photo,basket,,,"Bedzan, Cameroon","Devin, 2020",,
940,"la vallée du Mbam, la plaine Tikar ",,,Photo,basket,,,"Bedzan, Cameroon","Devin, 2020",,
945,Tikar region,,,Photo,basket,"Medium, to transport Manioc leaves",,"Bedzan, Cameroon","Marandola, 2014; 2003",,
953,Tikar region,,,Photo,basket,Chicken and plantains (pannier?),,"Bedzan, Cameroon","Devin, 2020",,
919,Tikar region,,3,Photo,bells,Sleigh bell (grelot). Larfer ,,"Bedzan, Cameroon","Marandola, 2003",,
920,Tikar region,,,Description,bells,"Double bell, metal",,"Bedzan, Cameroon","Marandola, 2003",,
892,,,,Photo,bow,,,"Bedzan, Cameroon","Leclerc, 1995",,
938,"la vallée du Mbam, la plaine Tikar ",,,Photo,bow,much larger than baka,,"Bedzan, Cameroon","Devin, 2020",,
943,Tikar centre,,,Photo,bow,really large (pretty much same height as a person),,"Bedzan, Cameroon","Heggeim, 1953-1968",,
944,Tikar centre,,,Photo,bow,,,"Bedzan, Cameroon","Heggeim, 1953-1968",,
949,Tikar region,,,Description,dam,females only,,"Bedzan, Cameroon","Leclerc, 1999",,
900,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,"Nailed, one skin on top - cylyndrical?",,"Bedzan, Cameroon","Devin, 2020",,
901,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,"Nailed, one skin on top - cylyndrical?",,"Bedzan, Cameroon","Devin, 2020",,
902,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,"Nailed, one skin on top - cylyndrical?",,"Bedzan, Cameroon","Devin, 2020",,
903,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,"Cylindrical wooden drum, open at the bottom, nailed skin (1)",,"Bedzan, Cameroon","Marandola, 2003",,
904,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,Also nailed skin (cant see if 1 or 2 skins) but this one played with sticks and higher (1.2m),,"Bedzan, Cameroon","Marandola, 2003",,
907,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,"Conical, made as a staircase, single skin, Shorter <1m and played with hands",,"Bedzan, Cameroon","Devin, 2015",,
909,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,"Open, single skinned cylindrical drum - this is like the ones from the other populations - smooth on the outside",,"Bedzan, Cameroon","Devin, 2017",,
910,"la vallée du Mbam, la plaine Tikar ",,,Photo,drum,single skin,,"Bedzan, Cameroon","Devin, 2018",,
921,Tikar region,,,Description,drum,"cylyndrical, in pairs. Open drums. Single skin covered only on one of the ends. Played by a single person.",,"Bedzan, Cameroon","Marandola, 2003",,
922,Tikar region,,,Description,drum,only men; Cylyndrical wooden drum. BUT not open ended (the bottom is closed).  Played with a stick,mgbæ ,"Bedzan, Cameroon","Marandola, 2014",,
923,Tikar region,,5,Photo,drum,"Single skin, open, cylyndrical",,"Bedzan, Cameroon","Devin, 2020",,
924,Tikar region,,,Description,drum,Goblet drum - only men. Smaller than the nke meku. ,,"Bedzan, Cameroon","Marandola, 2014",,
947,Tikar region,,,Description,fishing nailon threads,made of raphia,,"Bedzan, Cameroon","Leclerc, 1999",,
948,Tikar region,,,Description,fishing rod,,,"Bedzan, Cameroon","Leclerc, 1999",,
912,"la vallée du Mbam, la plaine Tikar ",,,Photo,lamellaphone,"laced on lamellae, no resonator",mbé péré,"Bedzan, Cameroon","Devin, 2020",,
915,"la vallée du Mbam, la plaine Tikar ",,,Photo,lamellaphone,"12 lamellae, all made with wood?",mbé péré,"Bedzan, Cameroon","Marandola, 2003",,
925,Tikar region,,,Photo,lamellaphone,from eight to fourteen bamboo lamellas and is tuned in either a tetratonic 32 or pentatonic scale. They are attached on one extreme to a bamboo stick.,méndzá,"Bedzan, Cameroon","Marandola, personal communication (16th April 2020)",,
950,Tikar region,,,Description,net,fishing ,,"Bedzan, Cameroon","Leclerc, 1999",,
951,Tikar region,,,Description,pirogue,,,"Bedzan, Cameroon","Leclerc, 1999",,
926,Tikar region,,,Description,pluriarc,"3 stringed, with some corn grains placed in the sound box (made of bamboo) to embellish the sound",bèntsì,"Bedzan, Cameroon","Marandola, 2003",,
932,Tikar region,,,Description,pluriarc, that was used as a children’s toy - and was not really considered as a musical instrument.,shisha,"Bedzan, Cameroon","Marandola, personal communication (16th April 2020)",,
927,Tikar region,,2,Photo,pseudo-drum,Halp a pumpkin turned around and played with 2 bamboo sticks,,"Bedzan, Cameroon","Devin, 2020",,
906,"la vallée du Mbam, la plaine Tikar ",,,Photo,rattle,Basket,,"Bedzan, Cameroon","Marandola, 2003",,
908,"la vallée du Mbam, la plaine Tikar ",,,Photo,rattle,Basket,,"Bedzan, Cameroon","Devin, 2016",,
911,"la vallée du Mbam, la plaine Tikar ",,,Photo,rattle,Basket,,"Bedzan, Cameroon","Devin, 2019",,
928,Tikar region,,,Description,rattle,basket ,nkê mèkù ,"Bedzan, Cameroon","Marandola, 2014, 2003",,
929,Tikar region,,,Description,rattle,"pairs, conical ones, also made of basket but different from shisha. Made from half a squash. ",,"Bedzan, Cameroon","Marandola, 2003",,
930,200km N of Yaoundé,,,Description,sanza,,,"Bedzan, Cameroon","Marandola, 2003",,
931,Tikar region,,,Description,scraper,"only women. Made of a bamboo tube hollow in the middle, and the surface played with a metal stick.",,"Bedzan, Cameroon","Marandola, 2014",,
946,Tikar region,,,Description,trap,,,"Bedzan, Cameroon","Leclerc, 1999",,
952,Tikar region,,,Description,trap,,,"Bedzan, Cameroon","Leclerc, 1999",,
917,"la vallée du Mbam, la plaine Tikar ",,,Photo,xylophone,made with wood and two banana logs in triangular shape as the base,mendzá,"Bedzan, Cameroon","Marandola, 2003",,
918,"la vallée du Mbam, la plaine Tikar ",,,Photo,xylophone,,mendzá,"Bedzan, Cameroon","Marandola, 2003",,
905,"la vallée du Mbam, la plaine Tikar ",,,Photo,zither harp,"Made with pumpkin, 5 strings made of metal",mbe kelon,"Bedzan, Cameroon","Furniss, 2017; Marandola, 2003;2014",,
913,"la vallée du Mbam, la plaine Tikar ",,,Photo,zither harp,,mbe kelon,"Bedzan, Cameroon","Marandola, 2003",,
914,"la vallée du Mbam, la plaine Tikar ",,,Photo,zither harp,,mbe kelon,"Bedzan, Cameroon","Marandola, 2003",,
916,"la vallée du Mbam, la plaine Tikar ",,,Photo,zither harp,,mbe kelon,"Bedzan, Cameroon","Marandola, 2003",,
963,,1949,,Photo,knife,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
964,,1949,,Photo,knife,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
966,Milindi,,,Photo,knife,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
965,Ituri,1949,,Photo,knife?,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
967,,1957,,Photo,bow,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
969,,1957,,Photo,drum,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
970,,,,Photo,spear,,,"Efe, DRC",Africa Museum Collection (Tervuren),,
